,super_catalog_id,vendor_id,max_price,precio_minimo_orders,min_price
0,7501287621009,1141,1079.0,617.66,611.4834
1,7501043100410,1141,179.0,149.04,147.5496
2,7501070613549,1141,153.0,115.0,113.85
3,7501201310026,1141,2030.0,2377.38,2353.6062
4,7501165007819,1141,1393.0,500.0,495.0
5,7501122961017,1141,166.314,107.8,106.722
6,7501064550775,1141,178.0,158.64,157.0536
7,7501043111706,1141,309.0,220.11,217.90890000000002
8,7501064550768,1141,292.0,323.7,320.46299999999997
9,7501142911306,1141,468.942,250.0,247.5
10,7501318646360,1141,286.8,180.0,178.2
11,7501318649071,1141,276.0,195.0,193.05
12,7501122961246,1141,309.969,203.33,201.29670000000002
13,7501123016808,1141,269.0,213.69,211.5531
14,7501125152863,1141,657.0,655.42,648.8657999999999
15,7501125152870,1141,450.0,897.35,888.3765
16,7501123011209,1141,615.624,538.59,533.2041
17,7501123010608,1141,383.052,390.87,386.9613
18,7501324402820,1141,1700.0,4048.2,4007.718
19,7501300409911,1141,508.2,229.2,226.908
20,7501298205038,1141,743.5835,309.0,305.91
21,7501033954412,1141,904.365,450.0,445.5
22,7501033957505,1141,476.025,212.66,210.5334
23,7501098604710,1141,962.0,1270.05,1257.3495
24,7501098605915,1141,1433.0,1521.0,1505.79
25,7501287627957,1141,410.0,280.0,277.2
26,7501298214108,1141,276.0,195.39,193.43609999999998
27,7501300408556,1141,549.6,329.11,325.8189
28,7501299300763,1141,204.6,163.59,161.9541
29,8027950210473,1141,1479.0,1742.77,1725.3423
30,7501123012923,1141,436.0,218.02,215.8398
31,7501298234601,1141,414.1445,189.0,187.10999999999999
32,7501298234809,1141,161.448,97.0,96.03
33,7501298234908,1141,220.363,128.0,126.72
34,7501298234700,1141,315.436,174.0,172.26
35,7501300407047,1141,168.0,109.52,108.42479999999999
36,7502213145408,1141,1500.0,1451.19,1436.6781
37,7501123014101,1141,303.672,163.13,161.49869999999999
38,75016951,1141,145.2,106.8,105.732
39,7501101633348,1141,257.4,169.77,168.0723
40,5000456076692,1141,1128.0,500.0,495.0
41,7501298222424,1141,677.0,609.07,602.9793000000001
42,7501298244808,1141,533.0,290.0,287.1
43,7501082208764,1141,850.0,579.19,573.3981
44,7501326003186,1141,1500.0,899.0,890.01
45,7501326004947,1141,1229.0,790.72,782.8128
46,7891317027513,1141,602.598,397.13,393.1587
47,7891317027476,1141,653.67,722.56,715.3344
48,7502224227070,1141,9500.0,9236.72,9144.352799999999
49,7501033921674,1141,592.14,628.77,622.4823
50,7501033920790,1141,642.0,849.14,840.6486
51,7503003746126,1141,1273.8,1200.0,1188.0
52,7501299301678,1141,259.0,241.582,239.16618
53,7501299306840,1141,226.2,177.41,175.6359
54,7501303449501,1141,339.9,175.0,173.25
55,7501298269009,1141,499.0,181.41,179.5959
56,7501328979564,1141,861.0,453.9,449.361
57,7501098621175,1141,306.0,270.88,268.1712
58,7501033958281,1141,572.0,614.61,608.4639
59,7501122967019,1141,384.516,244.25,241.8075
60,7501300408938,1141,151.0,176.96,175.1904
61,7501037925579,1141,1431.0505,300.0,297.0
62,7501871721450,1141,311.0,355.77,352.21229999999997
63,3700039500027,1141,593.0,795.49,787.5351
64,7501583300325,1141,670.3895,300.0,297.0
65,7891317019815,1141,526.638,332.31,328.9869
66,7501318608788,1141,1685.0,650.0,643.5
67,7501287621009,1141,971.1,617.66,611.4834
68,7501043100410,1141,161.1,149.04,147.5496
69,7501070613549,1141,137.7,115.0,113.85
70,7501201310026,1141,1827.0,2377.38,2353.6062
71,7501165007819,1141,1253.7,500.0,495.0
72,7501122961017,1141,149.68259999999998,107.8,106.722
73,7501064550775,1141,160.2,158.64,157.0536
74,7501043111706,1141,278.1,220.11,217.90890000000002
75,7501064550768,1141,262.8,323.7,320.46299999999997
76,7501142911306,1141,422.0478,250.0,247.5
77,7501318646360,1141,258.12,180.0,178.2
78,7501318649071,1141,248.4,195.0,193.05
79,7501122961246,1141,278.9721,203.33,201.29670000000002
80,7501123016808,1141,242.1,213.69,211.5531
81,7501125152863,1141,591.3,655.42,648.8657999999999
82,7501125152870,1141,405.0,897.35,888.3765
83,7501123011209,1141,554.0616,538.59,533.2041
84,7501123010608,1141,344.7468,390.87,386.9613
85,7501324402820,1141,1530.0,4048.2,4007.718
86,7501300409911,1141,457.38,229.2,226.908
87,7501298205038,1141,669.22515,309.0,305.91
88,7501033954412,1141,813.9285,450.0,445.5
89,7501033957505,1141,428.42249999999996,212.66,210.5334
90,7501098604710,1141,865.8,1270.05,1257.3495
91,7501098605915,1141,1289.7,1521.0,1505.79
92,7501287627957,1141,369.0,280.0,277.2
93,7501298214108,1141,248.4,195.39,193.43609999999998
94,7501300408556,1141,494.64,329.11,325.8189
95,7501299300763,1141,184.14,163.59,161.9541
96,8027950210473,1141,1331.1,1742.77,1725.3423
97,7501123012923,1141,392.4,218.02,215.8398
98,7501298234601,1141,372.73005,189.0,187.10999999999999
99,7501298234809,1141,145.3032,97.0,96.03
100,7501298234908,1141,198.3267,128.0,126.72
101,7501298234700,1141,283.89239999999995,174.0,172.26
102,7501300407047,1141,151.2,109.52,108.42479999999999
103,7502213145408,1141,1350.0,1451.19,1436.6781
104,7501123014101,1141,273.3048,163.13,161.49869999999999
105,75016951,1141,130.67999999999998,106.8,105.732
106,7501101633348,1141,231.65999999999997,169.77,168.0723
107,5000456076692,1141,1015.2,500.0,495.0
108,7501298222424,1141,609.3,609.07,602.9793000000001
109,7501298244808,1141,479.7,290.0,287.1
110,7501082208764,1141,765.0,579.19,573.3981
111,7501326003186,1141,1350.0,899.0,890.01
112,7501326004947,1141,1106.1,790.72,782.8128
113,7891317027513,1141,542.3381999999999,397.13,393.1587
114,7891317027476,1141,588.303,722.56,715.3344
115,7502224227070,1141,8550.0,9236.72,9144.352799999999
116,7501033921674,1141,532.9259999999999,628.77,622.4823
117,7501033920790,1141,577.8,849.14,840.6486
118,7503003746126,1141,1146.42,1200.0,1188.0
119,7501299301678,1141,233.1,241.582,239.16618
120,7501299306840,1141,203.57999999999998,177.41,175.6359
121,7501303449501,1141,305.90999999999997,175.0,173.25
122,7501298269009,1141,449.1,181.41,179.5959
123,7501328979564,1141,774.9,453.9,449.361
124,7501098621175,1141,275.4,270.88,268.1712
125,7501033958281,1141,514.8,614.61,608.4639
126,7501122967019,1141,346.06440000000003,244.25,241.8075
127,7501300408938,1141,135.9,176.96,175.1904
128,7501037925579,1141,1287.9454500000002,300.0,297.0
129,7501871721450,1141,279.9,355.77,352.21229999999997
130,3700039500027,1141,533.7,795.49,787.5351
131,7501583300325,1141,603.35055,300.0,297.0
132,7891317019815,1141,473.9742,332.31,328.9869
133,7501318608788,1141,1516.5,650.0,643.5
134,7506335700033,1157,305.0,300.36,297.3564
135,7501326000215,1157,2100.0,2258.7,2236.113
136,8903855078731,1157,1353.0,1079.96,1069.1604
137,7640114722776,1157,3400.0,3630.18,3593.8781999999997
138,7502009741296,1157,88.0,62.52,61.894800000000004
139,7506022303578,1157,28.0,26.6,26.334
140,7506022303608,1157,45.0,38.65,38.2635
141,7501349025929,1157,20.0,14.33,14.1867
142,7501289514460,1157,327.0,232.0,229.68
143,7501349021334,1157,103.0,94.35,93.4065
144,7501493873308,1157,244.0,180.88,179.0712
145,7501349024267,1157,22.0,8.59,8.5041
146,7501122962502,1157,134.0,122.19,120.96809999999999
147,7503004908738,1157,26.0,19.29,19.097099999999998
148,7501493867895,1157,135.0,122.7,121.473
149,7501122965602,1157,168.0,182.28,180.4572
150,7502227870716,1157,61.0,44.99,44.5401
151,7506335702501,1157,45.0,38.25,37.8675
152,7501493873872,1157,75.0,72.39,71.6661
153,7502009748592,1157,78.0,36.12,35.758799999999994
154,7501384503307,1157,300.0,328.58,325.2942
155,7501122969310,1157,382.0,373.56,369.8244
156,7501122961024,1157,260.0,233.16,230.8284
157,7501122961017,1157,127.0,107.8,106.722
158,7501070903800,1157,530.0,245.15,242.6985
159,7501493871540,1157,244.0,194.66,192.7134
186,7501082203103,1156,373.26,373.26,369.5274
187,7501082206005,1156,1311.48,1311.48,1298.3652
188,8806416076378,1156,697.12,697.12,690.1488
189,8806416076316,1156,1079.0,1041.24,1030.8276
190,7501033963414,1156,197.6,160.06,158.4594
191,7501300420121,1156,520.0,504.4,499.356
192,7501300420138,1156,557.5,557.5,551.925
193,7501300420114,1156,286.25,277.66,274.8834
194,7501300420879,1156,999.38,997.88,987.9012
195,7501101600531,1156,221.34,178.5,176.715
196,7501101600524,1156,177.32,173.77,172.03230000000002
197,7501101600340,1156,472.44,472.44,467.7156
198,7501101600326,1156,302.56,302.56,299.5344
199,7501124183486,1156,621.6,484.04,479.19960000000003
200,7501124183394,1156,601.57,458.34,453.7566
201,7501300450562,1156,200.0,171.6,169.884
202,7501300450579,1156,259.38,242.79,240.3621
203,7501089810045,1156,127.86,121.47,120.25529999999999
204,7501089801166,1156,554.8,554.8,549.252
205,7501089801173,1156,1006.31,976.12,966.3588
206,7501089801180,1156,578.09,462.48,457.8552
207,7795368547511,1156,519.35,519.35,514.1565
208,7795368547177,1156,490.75,505.7,500.643
209,7501300420244,1156,153.13,153.13,151.5987
210,7501390914357,1156,431.2,418.26,414.0774
211,7501390914371,1156,830.2,830.2,821.898
212,7501165003040,1156,127.31,85.3,84.447
213,7501174600124,1156,50.86,43.23,42.7977
214,7501165010789,1156,142.46,116.82,115.6518
215,7501089808844,1156,1095.95,896.0,887.04
216,7501089809957,1156,1249.3,1078.99,1068.2001
217,7501089808936,1156,580.75,437.0,432.63
218,7501089808943,1156,1050.36,892.81,883.8819
219,7501300421593,1156,501.25,501.25,496.2375
220,7501300421586,1156,901.88,901.88,892.8611999999999
221,7501070903510,1156,211.98,110.0,108.9
222,7501070900120,1156,238.89,187.6,185.724
223,7501089803351,1156,342.46,291.09,288.17909999999995
224,7501089803368,1156,421.04,421.04,416.8296
225,7501565606032,1156,23.1,20.65,20.443499999999997
226,7501565606100,1156,20.93,17.68,17.5032
227,7501088505003,1156,64.86,58.21,57.6279
228,7501088505157,1156,179.89,167.58,165.9042
229,7501088505355,1156,75.14,70.0,69.3
230,7501088505256,1156,148.07,137.93,136.5507
231,7501088505706,1156,86.67,80.73,79.9227
232,7501088505607,1156,76.99,71.71,70.99289999999999
233,7501300420541,1156,104.38,77.84,77.0616
234,7501300420558,1156,79.38,73.7,72.96300000000001
235,7501300420565,1156,90.0,75.1,74.34899999999999
236,7501165001718,1156,345.17,299.0,296.01
237,7501165001725,1156,413.38,351.37,347.8563
238,7501165006386,1156,383.45,325.93,322.6707
239,3664798055610,1156,208.25,156.19,154.6281
240,7501165006171,1156,439.82,306.64,303.5736
241,7501033960949,1156,419.71,419.71,415.5129
242,7501300420985,1156,433.75,321.43,318.2157
243,7501300421487,1156,255.0,255.0,252.45
244,7501300421470,1156,368.75,357.69,354.1131
245,7501300421494,1156,146.88,146.88,145.4112
246,7501300420992,1156,684.38,663.85,657.2115
247,7501088508004,1156,57.48,56.69,56.123099999999994
248,7501088508202,1156,57.48,63.22,62.5878
249,7501300409584,1156,327.5,208.86,206.7714
250,7501300421685,1156,200.0,144.19,142.7481
251,7501300421692,1156,259.38,165.0,163.35
252,7501300408402,1156,266.88,213.5,211.365
253,7501300408136,1156,480.63,472.22,467.49780000000004
254,7501300408105,1156,346.25,304.7,301.65299999999996
255,4607009581187,1156,310.1,300.8,297.79200000000003
256,4607009581071,1156,310.1,281.91,279.09090000000003
257,7501088508929,1156,125.12,116.54,115.3746
258,7501088536410,1156,152.44,142.01,140.5899
259,7501088508912,1156,139.77,130.2,128.898
260,7501070900168,1156,324.99,269.74,267.0426
261,7501089802019,1156,238.7,169.19,167.4981
262,7501089802026,1156,392.95,377.23,373.4577
263,7501089802040,1156,548.99,539.38,533.9861999999999
264,7501089802033,1156,417.35,295.97,293.01030000000003
265,7501089803245,1156,515.69,368.29,364.6071
266,7501089802057,1156,409.65,289.0,286.11
267,7501089802064,1156,529.53,529.53,524.2347
268,7501088509773,1156,130.55,116.18,115.01820000000001
269,7501088509766,1156,96.69,87.02,86.1498
270,7501088509810,1156,111.17,93.09,92.15910000000001
271,7501089800954,1156,798.36,678.61,671.8239
272,7501300450678,1156,406.25,406.25,402.1875
273,7501300450685,1156,725.0,725.0,717.75
274,7501124184407,1156,424.99,367.19,363.5181
275,7501033960550,1156,759.06,759.06,751.4694
276,7501033960543,1156,347.76,347.76,344.2824
277,3594450400093,1156,385.58,359.06,355.4694
278,3594450400215,1156,1071.25,1071.25,1060.5375
279,4039658000373,1156,329.6,308.52,305.4348
280,5016003770500,1156,132.0,125.1,123.84899999999999
281,5016003659409,1156,39.83,27.95,27.6705
282,7501088507601,1156,527.36,498.72,493.7328
283,7501088507502,1156,396.8,199.0,197.01
284,7501089800046,1156,223.34,223.34,221.10660000000001
285,7501089800053,1156,434.89,303.35,300.3165
286,7501089800060,1156,576.26,409.56,405.4644
287,7501089800015,1156,382.16,271.61,268.89390000000003
288,7501089800664,1156,873.67,799.41,791.4159
289,7501089801371,1156,494.62,494.62,489.6738
290,7501089801265,1156,497.02,483.35,478.5165
291,7501089800077,1156,313.38,287.82,284.9418
292,7501089800039,1156,422.0,422.0,417.78
293,7501089800978,1156,548.18,542.7,537.273
294,7501390914647,1156,1137.5,1136.65,1125.2835
295,7795368054538,1156,224.7,231.7,229.38299999999998
296,7501089804099,1156,430.03,320.0,316.8
297,4607009582269,1156,276.5,276.5,273.735
298,8436024612219,1156,339.1,339.1,335.709
299,7503007315038,1156,531.44,356.58,353.01419999999996
300,7707670343927,1156,297.38,297.38,294.4062
301,7501088505928,1156,361.1,315.06,311.9094
302,7506400900672,1156,1173.12,1173.12,1161.3888
303,7501300450203,1156,272.5,167.0,165.33
304,7501300450210,1156,329.38,241.18,238.7682
305,7501300450227,1156,184.38,42.66,42.233399999999996
306,756058896279,1156,188.73,182.13,180.3087
307,7501300421500,1156,306.25,306.25,303.1875
308,7501300421517,1156,542.5,537.07,531.6993
309,7501088525001,1156,249.82,249.82,247.3218
310,7501088504075,1156,404.24,363.81,360.1719
311,7501088504174,1156,448.91,374.12,370.3788
312,7501088525018,1156,226.3,226.3,224.037
313,7703333007700,1156,306.68,305.51,302.4549
314,8430308133841,1156,442.0,442.0,437.58
315,7501101600647,1156,265.36,265.36,262.70640000000003
316,7501101649646,1156,565.44,565.44,559.7856
317,7501101611049,1156,1054.0,1027.65,1017.3735
318,7501101611087,1156,1070.12,1070.12,1059.4188
319,7501101600784,1156,1013.7,1013.7,1003.563
320,7501101600791,1156,1013.7,1013.7,1003.563
321,7501298215891,1156,749.23,891.91,882.9909
322,7501298215907,1156,995.58,650.0,643.5
323,7350012552879,1156,388.08,309.07,305.97929999999997
324,7350012552022,1156,317.12,252.55,250.02450000000002
325,7350012553401,1156,487.6,409.58,405.4842
326,7350012552787,1156,456.96,415.83,411.6717
327,7350012552138,1156,390.64,311.11,307.9989
328,7501390910182,1156,333.2,327.37,324.0963
329,7501390914067,1156,573.3,556.1,550.539
330,7501390914050,1156,898.1,924.7,915.4530000000001
331,8436024613766,1156,324.57,313.54,310.4046
332,8436024612899,1156,345.85,318.18,314.9982
333,8436024613759,1156,525.39,483.36,478.5264
334,8436024612677,1156,381.73,381.73,377.91270000000003
335,7501033921599,1156,718.08,603.19,597.1581000000001
336,7501033923173,1156,1247.6,850.59,842.0841
337,7501033923166,1156,955.6,761.04,753.4295999999999
338,7501033952791,1156,638.88,508.8,503.712
339,7501033952869,1156,1174.16,450.0,445.5
340,7501033961823,1156,1190.32,964.88,955.2312
341,7501089802071,1156,414.56,299.0,296.01
342,5413787997985,1156,1732.48,1571.73,1556.0127
343,5413787997978,1156,1732.48,1732.48,1715.1552
344,7501124103354,1156,366.93,322.9,319.671
345,7501124103392,1156,214.03,188.35,186.4665
346,7501124109509,1156,212.58,104.49,103.4451
347,7501124110086,1156,217.79,131.0,129.69
348,7501124109684,1156,313.66,192.82,190.8918
349,7501124109431,1156,189.78,110.31,109.2069
350,3664798053647,1156,251.89,251.89,249.37109999999998
351,7501165011649,1156,187.13,175.9,174.141
352,7501165011557,1156,229.79,229.79,227.4921
353,7501165011632,1156,378.01,367.51,363.8349
354,7501165011588,1156,325.89,90.42,89.5158
355,7501165011601,1156,496.66,427.2,422.928
356,3664798054859,1156,115.35,108.53,107.4447
357,3664798054866,1156,212.08,176.03,174.2697
358,7501165011656,1156,138.43,114.9,113.751
359,7501124183240,1156,394.67,323.16,319.9284
360,7501101640049,1156,487.32,462.95,458.3205
361,7501285600426,1156,535.92,487.69,482.8131
362,7501285600419,1156,561.36,447.07,442.59929999999997
363,7501300450500,1156,144.38,139.33,137.9367
364,7501300450517,1156,144.38,144.38,142.93619999999999
365,7501300450432,1156,252.5,210.08,207.97920000000002
366,7501300450449,1156,236.25,196.56,194.5944
367,7501124103484,1156,439.64,358.67,355.0833
368,7501124100704,1156,303.93,126.96,125.6904
369,7501124100759,1156,446.59,372.86,369.1314
370,7501124103217,1156,320.68,251.88,249.3612
371,7501124182120,1156,447.76,488.06,483.1794
372,7501124184735,1156,451.25,336.41,333.0459
373,7501298216812,1156,1054.06,1053.999,1043.45901
374,7501298213040,1156,624.7,531.59,526.2741
375,7501300420831,1156,1430.63,1423.48,1409.2452
376,7501300409669,1156,467.5,174.375,172.63125
377,7501300409652,1156,324.38,314.65,311.5035
378,7501300409645,1156,476.88,476.88,472.1112
379,7501300420053,1156,953.75,918.07,908.8893
380,7501300420046,1156,661.25,618.96,612.7704
381,7501300409034,1156,615.0,247.76,245.2824
382,7501300407207,1156,822.5,789.6,781.7040000000001
383,7501300407184,1156,605.0,606.22,600.1578000000001
384,7501300409010,1156,452.5,313.2,310.068
385,7501086301393,1156,1377.81,1020.8,1010.592
386,7501086301652,1156,4194.84,4194.84,4152.8916
387,7501390912551,1156,342.55,311.41,308.2959
388,7501082212143,1156,448.45,313.6,310.464
389,7501082242720,1156,1444.98,1140.53,1129.1247
390,7501082242409,1156,2555.0,1824.29,1806.0471
391,7501082212136,1156,1535.82,1452.42,1437.8958
392,7501082242058,1156,2796.09,2705.22,2678.1677999999997
393,7501390910205,1156,378.0,378.0,374.21999999999997
394,7501070903473,1156,362.7,288.06,285.1794
395,7501300407399,1156,493.75,468.13,463.4487
396,8436024617733,1156,755.5,755.5,747.945
397,7501300420916,1156,448.75,291.508,288.59292
398,7501300409911,1156,577.5,229.2,226.908
399,7501390912728,1156,349.3,349.3,345.807
400,7501124184315,1156,555.95,430.75,426.4425
401,7501124184322,1156,787.97,632.82,626.4918
402,7501300421173,1156,773.13,773.13,765.3987
403,7501390914555,1156,277.2,277.2,274.428
404,7501565609569,1156,108.04,108.04,106.95960000000001
405,7501298205021,1156,487.39,465.032,460.38167999999996
406,7501298204987,1156,605.83,300.0,297.0
407,7501298205038,1156,704.43,309.0,305.91
408,7501298222509,1156,882.74,779.265,771.47235
409,7501300450135,1156,336.25,336.25,332.8875
410,7501300450142,1156,685.0,685.0,678.15
411,5016003788802,1156,335.0,201.32,199.30679999999998
412,5016003770302,1156,268.0,232.0,229.68
413,5016003770609,1156,200.0,200.0,198.0
414,5016003195303,1156,225.69,225.69,223.4331
415,7501033955556,1156,770.32,647.07,640.5993000000001
416,7501033954412,1156,1315.44,450.0,445.5
417,7501033961809,1156,1191.44,948.86,939.3714
418,7501033959929,1156,818.32,651.71,645.1929
419,7501033959936,1156,1426.96,1136.43,1125.0657
420,7501033959912,1156,715.6,577.06,571.2893999999999
421,7501300408167,1156,363.75,352.84,349.3116
422,7501300408174,1156,671.25,429.6,425.30400000000003
423,7501300408150,1156,510.0,290.87,287.9613
424,7501300420404,1156,421.88,279.58,276.7842
425,7501300420411,1156,766.25,743.26,735.8274
426,8436024611700,1156,453.13,453.13,448.5987
427,8436024611694,1156,240.18,240.18,237.7782
428,7501089802989,1156,495.9,466.15,461.4885
429,7501089802439,1156,348.68,327.76,324.4824
430,7502216806870,1156,402.5,385.39,381.5361
431,7502216806887,1156,781.25,740.72,733.3128
432,5391189230834,1156,756.24,756.24,748.6776
433,5391189200851,1156,670.09,670.09,663.3891
434,5391189220859,1156,756.24,756.24,748.6776
435,7501033957499,1156,366.24,291.67,288.7533
436,7501033957505,1156,692.4,212.66,210.5334
437,7501033957949,1156,940.0,748.62,741.1338
438,7501033957956,1156,1320.24,742.63,735.2037
439,7502216934474,1156,949.84,663.94,657.3006
440,7501124103323,1156,415.58,305.5,302.445
441,7501082243376,1156,1998.2,1326.576,1313.31024
442,7501082212297,1156,2078.2,1940.29,1920.8871
443,7501300421197,1156,359.38,340.52,337.1148
444,7501298204970,1156,352.37,286.88,284.0112
445,7501298219608,1156,306.12,55.0,54.45
446,7501298219509,1156,366.52,339.52,336.1248
447,7501298217130,1156,465.03,269.0,266.31
448,7501298206455,1156,276.63,150.0,148.5
449,7501298213569,1156,417.04,300.0,297.0
450,7501298213989,1156,498.39,412.85,408.7215
451,7501298214207,1156,739.78,685.282,678.4291800000001
452,7501086310418,1156,238.75,191.0,189.09
453,7501300421548,1156,144.38,115.5,114.345
454,7501086310401,1156,238.75,199.98,197.9802
455,7501300421555,1156,144.38,115.5,114.345
456,7501300421128,1156,252.5,244.31,241.8669
457,7501300421562,1156,144.38,115.5,114.345
458,7501300421135,1156,236.25,236.25,233.8875
459,7501300421579,1156,144.38,144.38,142.93619999999999
460,7501300408754,1156,401.25,211.23,209.11769999999999
461,7501300408747,1156,204.38,198.25,196.26749999999998
462,7501300708762,1156,181.88,176.42,174.6558
463,7501300708779,1156,255.63,255.63,253.0737
464,7501298212371,1156,264.54,284.37,281.5263
465,7501298214108,1156,294.64,195.39,193.43609999999998
466,7501298216331,1156,1059.35,1156.26,1144.6974
467,7501298216201,1156,741.34,741.34,733.9266
468,7501298215501,1156,447.83,478.39,473.60609999999997
469,7501298214375,1156,805.17,794.02,786.0798
470,7501298216409,1156,924.68,917.32,908.1468
471,7501298216508,1156,659.49,565.5,559.845
472,7501033920325,1156,588.64,468.79,464.1021
473,7501033920332,1156,1087.36,865.97,857.3103
474,7501033953507,1156,593.6,298.78,295.7922
475,7501300450265,1156,104.38,101.25,100.2375
476,7501300450166,1156,90.0,87.3,86.42699999999999
477,7501300450357,1156,107.5,103.2,102.168
478,7501300450340,1156,79.38,77.0,76.23
479,7501390914074,1156,585.0,585.0,579.15
480,7703281020264,1156,333.2,333.2,329.868
481,7703281020400,1156,591.6,591.6,585.684
482,7501390913794,1156,329.7,329.31,326.0169
483,7501070903411,1156,711.17,538.05,532.6695
484,7501070903749,1156,731.22,598.94,592.9506
485,3594452600958,1156,628.69,411.35,407.23650000000004
486,7501033957567,1156,458.8,389.98,386.0802
487,7501033957574,1156,919.28,790.58,782.6742
488,7501033961946,1156,621.6,495.04,490.0896
489,7501033953019,1156,417.28,338.25,334.8675
490,7501033953002,1156,366.32,291.74,288.8226
491,7501285600082,1156,666.16,462.61,457.9839
492,7501285600075,1156,775.04,449.9,445.40099999999995
493,7501124723170,1156,455.7,437.61,433.2339
494,7501124723217,1156,446.6,446.6,442.134
495,4260095681737,1156,691.4,667.2,660.528
496,4260095681720,1156,236.01,228.93,226.6407
497,7501300420466,1156,291.25,282.51,279.68489999999997
498,7501300408082,1156,220.0,220.0,217.8
499,7501300408969,1156,279.38,245.85,243.39149999999998
500,7501300420473,1156,547.5,531.07,525.7593
501,7501300408099,1156,286.88,278.27,275.4873
502,7501300408976,1156,466.25,449.93,445.4307
503,7501300408310,1156,309.38,289.6,286.704
504,7501300408327,1156,485.0,243.43,240.9957
505,7501300408358,1156,524.38,503.57,498.5343
506,7501300420763,1156,222.5,215.82,213.6618
507,7501300420787,1156,286.88,278.27,275.4873
508,7501300420770,1156,321.88,312.22,309.0978
509,7501300420794,1156,505.0,483.12,478.2888
510,7506400900740,1156,315.81,315.81,312.6519
511,8436024617542,1156,350.0,350.0,346.5
512,7501390913343,1156,554.45,554.45,548.9055000000001
513,7501390915019,1156,704.9,659.82,653.2218
514,7501300421524,1156,96.88,95.67,94.7133
515,7501300407016,1156,95.0,92.15,91.22850000000001
516,7501300421531,1156,147.5,146.76,145.2924
517,7501300407030,1156,278.13,269.79,267.0921
518,7501300407023,1156,119.38,115.8,114.642
519,7501300420824,1156,143.13,141.34,139.9266
520,7501070900380,1156,668.36,542.7,537.273
521,7501101627507,1156,434.0,434.0,429.65999999999997
522,7501101601279,1156,474.3,348.8,345.312
523,7502216801066,1156,429.38,429.38,425.0862
524,7502216801035,1156,429.38,429.38,425.0862
525,7501089808226,1156,341.17,341.17,337.7583
526,7501300409881,1156,243.13,150.64,149.13359999999997
527,7501300409898,1156,170.0,170.0,168.3
528,7501300409713,1156,353.13,254.25,251.7075
529,7501300409706,1156,238.75,238.75,236.3625
530,7501300408556,1156,572.5,329.11,325.8189
531,7501300420220,1156,468.13,374.5,370.755
532,7501300420237,1156,485.0,364.9,361.251
533,7501101600739,1156,646.66,646.66,640.1934
534,7501101698453,1156,659.68,523.79,518.5521
535,7501070903572,1156,451.42,345.47,342.0153
536,7501070903619,1156,388.86,318.87,315.6813
537,7501124182854,1156,448.74,381.25,377.4375
538,7501101623325,1156,4862.04,4862.04,4813.4196
539,7501390913244,1156,290.5,298.9,295.911
540,7501033957543,1156,227.2,184.17,182.32829999999998
541,7501033957598,1156,746.24,594.31,588.3669
542,7501033957512,1156,528.32,480.77,475.96229999999997
543,7501033957529,1156,968.4,780.92,773.1107999999999
544,7501033957536,1156,393.28,313.21,310.0779
545,7501300420251,1156,294.38,285.55,282.6945
546,7501300420442,1156,423.13,418.9,414.71099999999996
547,4019338606071,1156,630.28,593.01,587.0799
548,7501033953057,1156,369.76,294.48,291.53520000000003
549,7501033953064,1156,608.0,484.21,479.36789999999996
550,3594455600153,1156,762.13,717.07,709.8993
551,3594456400103,1156,626.36,371.9,368.181
552,3594456400653,1156,827.08,827.08,818.8092
553,3594450170064,1156,895.84,601.79,595.7720999999999
554,7501300409812,1156,357.5,357.5,353.925
555,7501300409805,1156,208.13,208.13,206.0487
556,7501300408884,1156,813.13,336.4,333.036
557,7501300420190,1156,538.75,522.59,517.3641
558,7501300407962,1156,731.88,709.92,702.8208
559,7501300407856,1156,797.5,797.5,789.525
560,7501165010826,1156,424.34,339.47,336.0753
561,3664798044591,1156,296.32,286.44,283.5756
562,7501328980119,1156,398.62,313.32,310.1868
563,3664798044959,1156,226.35,201.45,199.4355
564,7501089810816,1156,283.34,283.34,280.5066
565,7501089810809,1156,330.56,250.68,248.1732
566,7501033921759,1156,555.52,455.53,450.9747
567,7501033920356,1156,1173.28,934.4,925.0559999999999
568,7501033959493,1156,682.56,552.87,547.3413
569,7501033952784,1156,1231.2,385.0,381.15
570,7501033954528,1156,2256.8,1828.01,1809.7299
571,7501033921292,1156,812.16,654.93,648.3806999999999
572,4607009583921,1156,325.5,325.24,321.9876
573,5065013358185,1156,428.78,428.78,424.49219999999997
574,7501298234007,1156,444.4,283.49,280.6551
575,7501089809490,1156,146.9,124.86,123.6114
576,7501089809506,1156,207.5,140.65,139.2435
577,7501089809445,1156,228.18,162.96,161.3304
578,7501089809315,1156,287.41,270.17,267.4683
579,7501089809513,1156,164.53,139.86,138.46140000000003
580,7501089801425,1156,59.11,59.11,58.5189
581,7501089801494,1156,86.19,80.12,79.31880000000001
582,7501300421159,1156,336.25,336.25,332.8875
583,7501300421142,1156,685.0,685.0,678.15
584,7501300420015,1156,451.25,437.71,433.3329
585,7501300420008,1156,560.63,398.0,394.02
586,7501101600722,1156,643.56,643.56,637.1243999999999
587,7501101600715,1156,460.66,460.66,456.0534
588,7501298234601,1156,384.87,189.0,187.10999999999999
589,7501298209067,1156,525.93,401.39,397.3761
590,7501298217901,1156,715.31,614.8,608.6519999999999
591,7501298234809,1156,144.18,97.0,96.03
