"vendor_id","super_catalog_id","name","base_price","percentage"
1141,"7501037900101",Jalisco,53200.0000,0.0
1141,"7501287621009",Jalisco,1079.0000,0.0
1141,"7501043100410",Jalisco,179.0000,0.0
1141,"7501070613549",Jalisco,153.0000,0.0
1141,"7501201310026",Jalisco,2030.0000,0.0
1141,"7501165007819",Jalisco,1393.0000,0.0
1141,"8715131005580",Jalisco,8250.0000,0.0
1141,"8715131005597",Jalisco,,0.0
1141,"7501122961017",Jalisco,166.3140,0.0
1141,"7501064550775",Jalisco,178.0000,0.0
1141,"7501043111706",Jalisco,309.0000,0.0
1141,"7501064550768",Jalisco,292.0000,0.0
1141,"7501142911306",Jalisco,468.9420,0.0
1141,"7501318646360",Jalisco,286.8000,0.0
1141,"7501318649071",Jalisco,276.0000,0.0
1141,"7501122961246",Jalisco,309.9690,0.0
1141,"361958926515",Jalisco,7500.0000,0.0
1141,"7501123016808",Jalisco,269.0000,0.0
1141,"7502213140069",Jalisco,1600.0000,0.0
1141,"7501125152863",Jalisco,657.0000,0.0
1141,"7501125152870",Jalisco,450.0000,0.0
1141,"7501123011209",Jalisco,615.6240,0.0
1141,"7501123010608",Jalisco,383.0520,0.0
1141,"7501324402820",Jalisco,1700.0000,0.0
1141,"7613326005487",Jalisco,5200.0000,0.0
1141,"7501300409911",Jalisco,508.2000,0.0
1141,"7501298205038",Jalisco,743.5835,0.0
1141,"7501033954412",Jalisco,904.3650,0.0
1141,"7501124819170",Jalisco,22000.0000,0.0
1141,"7501033957505",Jalisco,476.0250,0.0
1141,"7501098604710",Jalisco,962.0000,0.0
1141,"7501098605915",Jalisco,1433.0000,0.0
1141,"7501287627957",Jalisco,410.0000,0.0
1141,"7501298214108",Jalisco,276.0000,0.0
1141,"7501300408556",Jalisco,549.6000,0.0
1141,"7501299300763",Jalisco,204.6000,0.0
1141,"8027950210473",Jalisco,1479.0000,0.0
1141,"7501871730469",Jalisco,7500.0000,0.0
1141,"7502223556003",Jalisco,7000.0000,0.0
1141,"7501108715412",Jalisco,8000.0000,0.0
1141,"7501108767442",Jalisco,8000.0000,0.0
1141,"7501123012909",Jalisco,272.0000,0.0
1141,"7501123012923",Jalisco,436.0000,0.0
1141,"7501298217567",Jalisco,7500.0000,0.0
1141,"7501298234601",Jalisco,414.1445,0.0
1141,"7501298234809",Jalisco,161.4480,0.0
1141,"7501298234908",Jalisco,220.3630,0.0
1141,"7501298234700",Jalisco,315.4360,0.0
1141,"7501300407047",Jalisco,168.0000,0.0
1141,"767475402035",Jalisco,,0.0
1141,"7502213145408",Jalisco,1500.0000,0.0
1141,"7501123014101",Jalisco,303.6720,0.0
1141,"75016951",Jalisco,145.2000,0.0
1141,"7501101633348",Jalisco,257.4000,0.0
1141,"5000456076692",Jalisco,1128.0000,0.0
1141,"7501298222424",Jalisco,677.0000,0.0
1141,"7501124817312",Jalisco,32000.0000,0.0
1141,"7501124820909",Jalisco,33000.0000,0.0
1141,"7501277032181",Jalisco,6500.0000,0.0
1141,"7501298244808",Jalisco,533.0000,0.0
1141,"7500326353406",Jalisco,6300.0000,0.0
1141,"7501082208764",Jalisco,850.0000,0.0
1141,"8054083020518",Jalisco,7500.0000,0.0
1141,"7501050629430",Jalisco,1600.0000,0.0
1141,"7501326003186",Jalisco,1500.0000,0.0
1141,"7501326004985",Jalisco,7000.0000,0.0
1141,"7501326004947",Jalisco,1229.0000,0.0
1141,"7891317027513",Jalisco,602.5980,0.0
1141,"7891317027476",Jalisco,653.6700,0.0
1141,"7502224227070",Jalisco,9500.0000,0.0
1141,"7501033921674",Jalisco,592.1400,0.0
1141,"7501033920790",Jalisco,642.0000,0.0
1141,"7501478315915",Jalisco,1500.0000,0.0
1141,"7501165002937",Jalisco,1200.0000,0.0
1141,"7730979095440",Jalisco,15000.0000,0.0
1141,"7503003746126",Jalisco,1273.8000,0.0
1141,"7502225093377",Jalisco,1700.0000,0.0
1141,"8715131022624",Jalisco,6500.0000,0.0
1141,"355513207010",Jalisco,15500.0000,0.0
1141,"7613326005661",Jalisco,34850.0000,0.0
1141,"7501299301678",Jalisco,259.0000,0.0
1141,"7501299306840",Jalisco,226.2000,0.0
1141,"7501037965094",Jalisco,55999.0000,0.0
1141,"7502216935211",Jalisco,4000.0000,0.0
1141,"7501124811228",Jalisco,9500.0000,0.0
1141,"7501318690356",Jalisco,37000.0000,0.0
1141,"7501303449501",Jalisco,339.9000,0.0
1141,"7501298269009",Jalisco,499.0000,0.0
1141,"8715131005276",Jalisco,,0.0
1141,"7501043100717",Jalisco,22350.0000,0.0
1141,"7503008676305",Jalisco,6500.0000,0.0
1141,"7502278220089",Jalisco,750.0000,0.0
1141,"7506358100025",Jalisco,5630.0000,0.0
1141,"7501328979564",Jalisco,861.0000,0.0
1141,"7501109930142",Jalisco,6700.0000,0.0
1141,"8715131006303",Jalisco,10000.0000,0.0
1141,"7501098621175",Jalisco,306.0000,0.0
1141,"8715131010539",Jalisco,5000.0000,0.0
1141,"7640133684505",Jalisco,65000.0000,0.0
1141,"7501124820596",Jalisco,17000.0000,0.0
1141,"7506404300003",Jalisco,2500.0000,0.0
1141,"7613326005838",Jalisco,6500.0000,0.0
1141,"7501124810511",Jalisco,7000.0000,0.0
1141,"7501124819279",Jalisco,20000.0000,0.0
1141,"7501124819286",Jalisco,32000.0000,0.0
1141,"7501033958281",Jalisco,572.0000,0.0
1141,"7501109920693",Jalisco,28360.0000,0.0
1141,"7506335700798",Jalisco,6999.0000,0.0
1141,"7501233210004",Jalisco,51455.0000,0.0
1141,"7501109922949",Jalisco,52868.0000,0.0
1141,"7501122967019",Jalisco,384.5160,0.0
1141,"7501287618474",Jalisco,16500.0000,0.0
1141,"5000456066969",Jalisco,19300.0000,0.0
1141,"7501300408938",Jalisco,151.0000,0.0
1141,"7501124818784",Jalisco,48063.0000,0.0
1141,"7501165008830",Jalisco,6200.0000,0.0
1141,"7502209290471",Jalisco,490.2755,0.0
1141,"7501037925579",Jalisco,1431.0505,0.0
1141,"7501287621559",Jalisco,23000.0000,0.0
1141,"7502216935402",Jalisco,6500.0000,0.0
1141,"7501043100540",Jalisco,8000.0000,0.0
1141,"7501108765127",Jalisco,1044.0000,0.0
1141,"7501043100274",Jalisco,15000.0000,0.0
1141,"7501043100281",Jalisco,6000.0000,0.0
1141,"7501871721450",Jalisco,311.0000,0.0
1141,"3700039500027",Jalisco,593.0000,0.0
1141,"7501583300325",Jalisco,670.3895,0.0
1141,"7891317019815",Jalisco,526.6380,0.0
1141,"7501082243536",Jalisco,65000.0000,0.0
1141,"7501287669957",Jalisco,8814.0000,0.0
1141,"7503007822550",Jalisco,2500.0000,0.0
1141,"7501318608788",Jalisco,1685.0000,0.0
1141,"4046222163808",Jalisco,4500.0000,0.0
1141,"8715131006976",Jalisco,9000.0000,0.0
1141,"8054083016467",Jalisco,3500.0000,0.0
1141,"7501324402950",Jalisco,10500.0000,0.0
1141,"7501324402998",Jalisco,3200.0000,0.0
1141,"7501109921119",Jalisco,38000.0000,0.0
1141,"7501142940153",Jalisco,8000.0000,0.0
1141,"7501287612953",Jalisco,1500.0000,0.0
